1,31444446073,11728784@N00,Flowers,02/07/2016,51.529986,-0.077409,https://live.staticflickr.com/464/31444446073_e34bc7832e_m.jpg,0.007987184,Acer platanoides,Norway maple,0,All Rights Reserved
1,29407528736,31759301@N03,"Sunken Garden at Kensington Palace - London, England, 2016 [114 megapixels]",02/07/2016,51.505683,-0.187367,https://live.staticflickr.com/8210/29407528736_dfcc287f14_m.jpg,0.15342024,Heracleum mantegazzianum,Giant hogweed,0,All Rights Reserved
1,28507631172,62832941@N05,FIA Formula E 2016 Battersea Park,02/07/2016,51.477504,-0.158014,https://live.staticflickr.com/8847/28507631172_9c31e69df0_m.jpg,0.510935605,Hypericum calycinum,Rose-of-Sharon,0,All Rights Reserved
1,28233293503,34512255@N00,,03/07/2016,51.555027,-0.071009,https://live.staticflickr.com/8765/28233293503_18257de7a2_m.jpg,0.559892535,Phalaenopsis spp.,NA,0,All Rights Reserved
1,28010346301,104052679@N08,07 03 16_4120,03/07/2016,51.544722,-0.021389,https://live.staticflickr.com/7326/28010346301_d742cdf39d_m.jpg,0.879930019,Kniphofia uvaria,Pokerplant,0,All Rights Reserved
1,28061436595,10345599@N03,Self portrait,03/07/2016,51.507745,-0.099656,https://live.staticflickr.com/7485/28061436595_3a5f07ee6b_m.jpg,0.0133635,Daucus carota,Carrot,4,Attribution License
1,27957007682,58479263@N00,Purplery #nofilters,03/07/2016,51.472508,-0.175359,https://live.staticflickr.com/7366/27957007682_e2a0029aa9_m.jpg,0.771420658,Geranium sylvaticum,Wood crane's-bill,0,All Rights Reserved
1,37852251884,160339603@N02,Hollyhock,04/07/2016,51.501347,-0.10942,https://live.staticflickr.com/4568/37852251884_137271f6d4_m.jpg,0.995224118,Alcea rosea,Hollyhock,0,All Rights Reserved
1,27455924473,81065266@N00,Pageantmaster Court`1930-2016,04/07/2016,51.513857,-0.10276,https://live.staticflickr.com/7360/27455924473_09442a7a75_m.jpg,0.031306766,Phragmites australis,Common reed,0,All Rights Reserved
1,27995982922,41087279@N00,DSC_7057 London Shoreditch Holly hocks flowers,04/07/2016,51.530636,-0.077335,https://live.staticflickr.com/7442/27995982922_b39c4169eb_m.jpg,0.738189995,Alcea rosea,Hollyhock,0,All Rights Reserved
1,28064410256,41087279@N00,DSC_7058 London Shoreditch Holly hocks flowers,04/07/2016,51.530636,-0.077335,https://live.staticflickr.com/7645/28064410256_d8dd14b747_m.jpg,0.931653202,Alcea rosea,Hollyhock,0,All Rights Reserved
1,28014863131,46445028@N07,HC168400.JPG,04/07/2016,51.489887,-0.159698,https://live.staticflickr.com/7212/28014863131_ae1f50dab5_m.jpg,0.248486355,Tillandsia recurvata,Ball-moss,0,All Rights Reserved
1,27978695062,8780111@N03,Chandos Beauty,04/07/2016,51.527871,-0.153984,https://live.staticflickr.com/7305/27978695062_576086e6a1_m.jpg,0.606558263,Rosa chinensis,Bengal rose,0,All Rights Reserved
1,31855698402,105838543@N07,Flor,05/07/2016,51.514602,-0.097906,https://live.staticflickr.com/356/31855698402_3510326ec3_m.jpg,0.938299,Cosmos bipinnatus,Garden cosmos,3,Attribution-NonCommercial-NoDerivs License
1,31643468381,49506994@N06,Summer Memories,05/07/2016,51.502665,-0.180308,https://live.staticflickr.com/494/31643468381_10c1ff6c59_m.jpg,0.940614104,Cosmos bipinnatus,Garden cosmos,0,All Rights Reserved
1,28041992232,49506994@N06,Thursday`s Flower,05/07/2016,51.503092,-0.178935,https://live.staticflickr.com/7606/28041992232_c043d36243_m.jpg,0.922243297,Cosmos bipinnatus,Garden cosmos,0,All Rights Reserved
1,28195464242,49506994@N06,Thursday`s Flower  Pure and Simple,05/07/2016,51.503092,-0.178935,https://live.staticflickr.com/8810/28195464242_2ab2b459d5_m.jpg,0.983341873,Cosmos bipinnatus,Garden cosmos,0,All Rights Reserved
1,27650421424,28651075@N00,The the next level 2,05/07/2016,51.523605,-0.125148,https://live.staticflickr.com/8633/27650421424_cb56d89d69_m.jpg,0.406569153,Latania lontaroides,Red latan,0,All Rights Reserved
1,28149395315,54726908@N00,London Garden,05/07/2016,51.508063,-0.121864,https://live.staticflickr.com/7567/28149395315_05faf33624_m.jpg,0.082215652,Commelina erecta,Erect dayflower,4,Attribution License
1,27499030414,95106442@N03,,05/07/2016,51.552086,-0.057845,https://live.staticflickr.com/7371/27499030414_691c1882bf_m.jpg,0.078278668,Solanum dulcamara,Bitter nightshade,0,All Rights Reserved
1,27833143250,95106442@N03,,05/07/2016,51.552055,-0.057831,https://live.staticflickr.com/7484/27833143250_b52fa06169_m.jpg,0.939574897,Lilium bulbiferum,Orange lily,0,All Rights Reserved
1,28004156962,37478305@N07,Well done 2 @SW_Trains & #flower beds at #BarnesStation @barnesphysio @tcmbarnes @londonist great 4 the #bees but flowers are not always a safe place 2b #spider laying in wait!,05/07/2016,51.4671,-0.242,https://live.staticflickr.com/7617/28004156962_a4080320b6_m.jpg,0.130972862,Salvia spathacea,Hummingbird Sage,0,All Rights Reserved
1,45823308961,24366212@N07,In Memory of The Fallen,06/07/2016,51.502682,-0.126111,https://live.staticflickr.com/4914/45823308961_b9bee0d219_m.jpg,0.96601361,Papaver rhoeas,Shirley poppy,0,All Rights Reserved
1,27512599843,35376178@N08,There is a whole world out there....,06/07/2016,51.507901,-0.161511,https://live.staticflickr.com/7406/27512599843_137ff7fe39_m.jpg,0.215670258,Dianthus carthusianorum,Carthusian pink,4,Attribution License
1,28093540746,35376178@N08,Hyde Park Macro test,06/07/2016,51.507901,-0.161511,https://live.staticflickr.com/7588/28093540746_4107e1c471_m.jpg,0.057151429,Silene dioica,Red campion,4,Attribution License
1,27566514143,22051789@N04,,06/07/2016,51.455883,-0.303459,https://live.staticflickr.com/7425/27566514143_a947fa6986_m.jpg,0.327498078,Eschscholzia californica,California-poppy,0,All Rights Reserved
1,28059326431,75653004@N00,No clue.,06/07/2016,51.557043,-0.072899,https://live.staticflickr.com/7458/28059326431_aedd0ef1b5_m.jpg,0.723864913,Kniphofia uvaria,Pokerplant,1,Attribution-NonCommercial-ShareAlike License
1,28043182251,133871559@N03,"| FLEUR | Ces quelques fleurs pour vous souhaiter une très belle journée à tous <U+0001F490>  Some flowers to wish you all a beautiful day <U+0001F490> #Liberty #London #flower #abmlifeiscolorful <U+0001F4CD>London, UK",06/07/2016,51.513874,-0.140229,https://live.staticflickr.com/7445/28043182251_7c14341afb_m.jpg,0.185602546,Kalanchoe blossfeldiana,Flaming katy,0,All Rights Reserved
1,28179465046,78452169@N00,IMG_0406,08/07/2016,51.55168,-0.150325,https://live.staticflickr.com/8842/28179465046_c0ece125fb_m.jpg,0.948821664,Alcea rosea,Hollyhock,0,All Rights Reserved
1,28626534930,65010561@N03,IMG_3182,09/07/2016,51.505836,-0.186656,https://live.staticflickr.com/8580/28626534930_a73a7a2830_m.jpg,0.226011783,Papaver rhoeas,Shirley poppy,0,All Rights Reserved
1,28911545855,65010561@N03,IMG_3215,09/07/2016,51.499677,-0.179545,https://live.staticflickr.com/8831/28911545855_8e5fdc8fff_m.jpg,0.221268028,Ficus benjamina,Malayan banyan,0,All Rights Reserved
1,28097897422,95106442@N03,,09/07/2016,51.552055,-0.057953,https://live.staticflickr.com/7394/28097897422_b4904b0672_m.jpg,0.885036111,Rosa chinensis,Bengal rose,0,All Rights Reserved
1,28123854351,95106442@N03,,09/07/2016,51.552005,-0.057859,https://live.staticflickr.com/7364/28123854351_a202c6c622_m.jpg,0.587830663,Dahlia pinnata,Dahlia,0,All Rights Reserved
1,28201585215,95106442@N03,,09/07/2016,51.552025,-0.057901,https://live.staticflickr.com/7323/28201585215_fdb8da0c74_m.jpg,0.559457898,Rosa chinensis,Bengal rose,0,All Rights Reserved
1,28299676881,94450772@N06,Tower of London,10/07/2016,51.508835,-0.078277,https://live.staticflickr.com/8751/28299676881_bc43ed9209_m.jpg,0.081931196,Hyacinthoides non-scripta,Wood-hyacinth,0,All Rights Reserved
1,28350123445,60057960@N06,BindweedFlower,10/07/2016,51.482946,-0.009913,https://live.staticflickr.com/8789/28350123445_45ef79f82d_m.jpg,0.561832309,Calystegia sepium,Bearbind,4,Attribution License
1,28286902995,121232586@N08,Summer Colours,10/07/2016,51.579753,-0.123649,https://live.staticflickr.com/8789/28286902995_0c6734e864_m.jpg,0.891014099,Argyranthemum frutescens,Marguerite,0,All Rights Reserved
1,28278398066,8922865@N07,flower,10/07/2016,51.477747,-0.29663,https://live.staticflickr.com/8786/28278398066_ec76d8666c_m.jpg,0.47524482,Nelumbo nucifera,East Indian lotus,0,All Rights Reserved
1,27605902374,121232586@N08,Summer afternoon,10/07/2016,51.579753,-0.123649,https://live.staticflickr.com/8854/27605902374_134f635e97_m.jpg,0.786067188,Lathyrus latifolius,Everlasting-pea,0,All Rights Reserved
1,28266502435,29047359@N00,Kew Garden,10/07/2016,51.485613,-0.297573,https://live.staticflickr.com/8802/28266502435_76646a10de_m.jpg,0.340679199,Nepeta racemosa,Raceme catnip,0,All Rights Reserved
1,27942863770,73137161@N07,,10/07/2016,51.518187,-0.094295,https://live.staticflickr.com/8723/27942863770_ff4f37cc33_m.jpg,0.981199563,Cymbalaria muralis,Climbing Sailor,0,All Rights Reserved
1,41437500740,91031856@N00,Complimentary Colours- Purple and yellow,11/07/2016,51.488838,-0.216078,https://live.staticflickr.com/1830/41437500740_9e85278e48_m.jpg,0.292350471,Iris douglasiana,Marin iris,0,All Rights Reserved
1,28166454371,44116118@N00,Ready for my close-up,11/07/2016,51.507473,-0.128778,https://live.staticflickr.com/8749/28166454371_829cda84f8_m.jpg,0.057957895,Salix caprea,Great sallow,0,All Rights Reserved
1,27969651660,58182038@N05,Drops on a daisy,11/07/2016,51.504608,-0.019587,https://live.staticflickr.com/7138/27969651660_1d49031ca8_m.jpg,0.083003879,Lathraea clandestina,Purple toothwort,0,All Rights Reserved
1,27744441654,10385712@N06,image,12/07/2016,51.514727,-0.086362,https://live.staticflickr.com/7635/27744441654_4986eca6a0_m.jpg,0.024834361,Geranium macrorrhizum,Rock crane's-bill,0,All Rights Reserved
1,27744855203,10385712@N06,image,12/07/2016,51.514727,-0.086362,https://live.staticflickr.com/7793/27744855203_00c1c61d52_m.jpg,0.086513415,Delphinium elatum,Alpine delphinium,0,All Rights Reserved
1,28206531981,35183682@N00,Tomb of the Unknown Shrub,12/07/2016,51.485344,-0.257712,https://live.staticflickr.com/7288/28206531981_6c4e2736e9_m.jpg,0.317201078,Ficus benjamina,Malayan banyan,0,All Rights Reserved
1,27974744720,131537526@N05,#Hare #Krishna #Iskcon #London #mangala #arti 10.7.16 #Tulsi #Puja,12/07/2016,51.515886,-0.132769,https://live.staticflickr.com/7425/27974744720_d2ff03cc29_m.jpg,0.21674636,Muehlenbeckia complexa,Maidenhair vine,0,All Rights Reserved
1,40095695241,88078350@N06,"\Hill Garden And Pergola\\\""""",13/07/2016,51.564619,-0.181971,https://live.staticflickr.com/4741/40095695241_04380aa5ea_m.jpg,0.037273623,Hedera helix,Ivy,0,All Rights Reserved
1,38569115431,160339603@N02,On the purple globe,13/07/2016,51.501347,-0.10942,https://live.staticflickr.com/4523/38569115431_bd1c7b57e7_m.jpg,0.721776307,Echinops ritro,Globe thistle,0,All Rights Reserved
1,28195321402,88078350@N06,"One Section Of The Raised Pergola, Hampstead. London UK",13/07/2016,51.564168,-0.182052,https://live.staticflickr.com/7302/28195321402_45a35a6c8b_m.jpg,0.293135107,Bougainvillea spectabilis,Great bougainvillea,0,All Rights Reserved
1,27670929034,28651075@N00,pattern 2 layers col 5,13/07/2016,51.523694,-0.124953,https://live.staticflickr.com/8794/27670929034_07edc36bca_m.jpg,0.14150463,Osteospermum fruticosum,Trailing African Daisy,0,All Rights Reserved
1,28257201072,10385712@N06,image,14/07/2016,51.515083,-0.086978,https://live.staticflickr.com/7759/28257201072_eca49e6724_m.jpg,0.173391297,Nepeta racemosa,Raceme catnip,0,All Rights Reserved
1,28257194782,10385712@N06,image,14/07/2016,51.515083,-0.086978,https://live.staticflickr.com/7766/28257194782_f84239b0c5_m.jpg,0.078204893,Rosa rugosa,Japanese rose,0,All Rights Reserved
1,28234452371,22051789@N04,,14/07/2016,51.513191,-0.199575,https://live.staticflickr.com/7741/28234452371_b40f8a758e_m.jpg,0.9322294,Buddleja davidii,Orange-eye,0,All Rights Reserved
1,28278994336,22051789@N04,,14/07/2016,51.513191,-0.199492,https://live.staticflickr.com/8632/28278994336_26d1f03071_m.jpg,0.984406114,Buddleja davidii,Orange-eye,0,All Rights Reserved
1,28207652272,79418464@N04,14 07 2016 black flowers,14/07/2016,51.493106,-0.038231,https://live.staticflickr.com/7440/28207652272_b4dcea718c_m.jpg,0.011141856,Scabiosa columbaria,Pigeon's scabious,0,All Rights Reserved
